gene	cites	cite_delta	cite_rank	cite_rank_delta
SIRT2	8	-3	630	971
KDM2A	8	-4	630	666
IQSEC2	8	1	630	4144
KDM6B	8	-3	630	971
JMJD6	8	-2	630	1414
SIRT5	8	-4	630	666
CRB1	8	0	630	2841
SUZ12	8	-2	630	1414
PRAME	8	-5	630	425
CLEC5A	8	1	630	4144
SLC7A11	8	-9	630	-178
AIPL1	8	8	630	26277
KIF4A	8	-5	630	425
WIPI2	8	2	630	6273
IFT172	8	3	630	9249
PTPN22	8	-2	630	1414
PHGDH	8	-11	630	-338
RGS17	8	8	630	26277
GREM1	8	-3	630	971
RBMS3	8	1	630	4144
MOCS3	8	0	630	2841
ANKRD11	8	-1	630	1977
UHRF1	8	-9	630	-178
PSAT1	8	-4	630	666
CHST11	8	1	630	4144
ADIPOR1	8	3	630	9249
JPT1	8	1	630	4144
HSPA14	8	-1	630	1977
BPIFA1	8	1	630	4144
FZR1	8	1	630	4144
GHRL	8	-5	630	425
ADA2	8	-1	630	1977
TM6SF2	8	3	630	9249
CYCS	8	-2	630	1414
ERRFI1	8	2	630	6273
SLC38A2	8	0	630	2841
NLGN3	8	8	630	26277
DLL4	8	2	630	6273
UGT1A1	8	-2	630	1414
WDR74	8	2	630	6273
TRPM4	8	1	630	4144
CMTM6	8	0	630	2841
USP47	8	-2	630	1414
SUSD4	8	8	630	26277
PRMT6	8	1	630	4144
PBRM1	8	-11	630	-338
DNAJA4	8	2	630	6273
BATF3	8	8	630	26277
SPATA7	8	3	630	9249
SELENOS	8	2	630	6273
ANGPTL8	8	1	630	4144
PDGFC	8	8	630	26277
DIABLO	8	-2	630	1414
PNO1	8	0	630	2841
CABP4	8	8	630	26277
DANCR	8	8	630	26277
PCDH19	8	0	630	2841
USP36	8	-5	630	425
EPG5	8	2	630	6273
WDR19	8	8	630	26277
PROK2	8	0	630	2841
IFIH1	8	-1	630	1977
ERAP2	8	2	630	6273
NSD1	8	0	630	2841
DEPTOR	8	2	630	6273
NMNAT1	8	-1	630	1977
BRD9	8	-2	630	1414
VKORC1	8	1	630	4144
TRPM8	8	0	630	2841
ZXDC	8	2	630	6273
LIN28A	8	1	630	4144
AGMAT	8	2	630	6273
LPCAT1	8	-4	630	666
SCUBE1	8	4	630	26134
PDCD1LG2	8	-5	630	425
NDFIP1	8	2	630	6273
POLR1HASP	8	8	630	26277
NECTIN4	8	0	630	2841
NUF2	8	-3	630	971
SESN2	8	-2	630	1414
BRIP1	8	0	630	2841
HAGHL	8	8	630	26277
DOT1L	8	-3	630	971
ORAI1	8	-1	630	1977
TSLP	8	0	630	2841
YTHDC1	8	-3	630	971
MTDH	8	-10	630	-260
CTHRC1	8	1	630	4144
LRG1	8	0	630	2841
TMC1	8	8	630	26277
EVC2	8	8	630	26277
RDH12	8	3	630	9249
SSTR5-AS1	8	8	630	26277
MARVELD2	8	3	630	9249
TRPV3	8	4	630	26134
GLIS3	8	1	630	4144
PGAM5	8	-12	630	-388
DTX3	8	8	630	26277
FLCN	8	0	630	2841
SAMD9L	8	2	630	6273
SKA1	8	0	630	2841
BRWD3	8	8	630	26277
TINCR	8	1	630	4144
IFNL3	8	1	630	4144
CYP4V2	8	8	630	26277
FAM111B	8	1	630	4144
ERCC6L2	8	2	630	6273
MBNL1-AS1	8	8	630	26277
SMIM30	8	8	630	26277
MIR107	8	8	630	26277
MIR1-1	8	0	630	2841
MIR1-2	8	1	630	4144
MIR125B2	8	2	630	6273
MIR149	8	-7	630	43
MIR182	8	-1	630	1977
MIR183	8	1	630	4144
MIR185	8	-1	630	1977
MIR194-2	8	2	630	6273
MIR197	8	0	630	2841
MIR199A1	8	1	630	4144
MIR199A2	8	2	630	6273
MIR200B	8	-3	630	971
MIR200C	8	-6	630	218
MIR204	8	-1	630	1977
MIR22	8	-7	630	43
MIR23A	8	-3	630	971
MIR23B	8	0	630	2841
MIR28	8	-1	630	1977
MIR34B	8	3	630	9249
MIR7-1	8	-1	630	1977
MIR96	8	-1	630	1977
MIR135B	8	0	630	2841
MIR151A	8	1	630	4144
MIR367	8	8	630	26277
MIR371A	8	8	630	26277
MIR361	8	1	630	4144
MIR451A	8	-5	630	425
MIR494	8	-1	630	1977
NORAD	8	0	630	2841
MIR545	8	2	630	6273
MIR599	8	8	630	26277
MIR877	8	3	630	9249
MIR1184-1	8	2	630	6273
MIR1275	8	2	630	6273
MIR1246	8	-1	630	1977
HOTTIP	8	2	630	6273
MIR3163	8	8	630	26277
MIR3646	8	8	630	26277
MIR3615	8	8	630	26277
LNROP	8	8	630	26277
CBR3-AS1	8	3	630	9249
MIR4731	8	8	630	26277
CERS6-AS1	8	1	630	4144
NCK1-DT	8	2	630	6273
ABAT	7	0	1100	3674
ABCA4	7	-1	1100	2371
ACADM	7	-2	1100	1507
ACHE	7	1	1100	5803
ACLY	7	-18	1100	-992
ACTA2	7	-3	1100	944
ACTB	7	-12	1100	-808
ACTL6A	7	-9	1100	-547
ACVR1B	7	2	1100	8779
ADCY5	7	2	1100	8779
ADCYAP1R1	7	7	1100	25807
ADH1C	7	1	1100	5803
ADM	7	1	1100	5803
GRK3	7	7	1100	25807
JAG1	7	-5	1100	196
AIF1	7	2	1100	8779
AKT2	7	-3	1100	944
ALB	7	-16	1100	-952
ALDOC	7	-3	1100	944
ALOX12	7	2	1100	8779
ALPL	7	2	1100	8779
ANGPT1	7	2	1100	8779
ANK1	7	1	1100	5803
APAF1	7	0	1100	3674
AIRE	7	-1	1100	2371
BIRC2	7	-2	1100	1507
APOBEC1	7	3	1100	25664
APOC1	7	-3	1100	944
KLK3	7	2	1100	8779
AQP3	7	-1	1100	2371
ARF6	7	-6	1100	-45
ARG2	7	0	1100	3674
STS	7	7	1100	25807
ASCL1	7	-1	1100	2371
SERPINC1	7	2	1100	8779
ZFHX3	7	-1	1100	2371
ATP2A2	7	-16	1100	-952
ATP2B1	7	-1	1100	2371
ATP7B	7	-3	1100	944
KIF1A	7	-1	1100	2371
AZU1	7	-2	1100	1507
BAX	7	-6	1100	-45
BBS1	7	3	1100	25664
BCHE	7	-1	1100	2371
BMI1	7	-4	1100	501
BMP1	7	0	1100	3674
BST2	7	0	1100	3674
CA2	7	-1	1100	2371
CALM1	7	-4	1100	501
CASP9	7	2	1100	8779
CAV3	7	1	1100	5803
CBS	7	-3	1100	944
KRIT1	7	0	1100	3674
CCNG1	7	7	1100	25807
CD33	7	0	1100	3674
SIGLEC6	7	1	1100	5803
CD48	7	0	1100	3674
CD68	7	1	1100	5803
CD72	7	2	1100	8779
CD79B	7	0	1100	3674
ADGRE5	7	1	1100	5803
CDC20	7	-13	1100	-858
CDH2	7	-3	1100	944
CDK2	7	-2	1100	1507
CDKN2B	7	-3	1100	944
CEACAM5	7	3	1100	25664
CEBPD	7	1	1100	5803
CEBPG	7	2	1100	8779
CHUK	7	-3	1100	944
CLC	7	7	1100	25807
CLCN2	7	7	1100	25807
CLCN5	7	7	1100	25807
CNGB1	7	7	1100	25807
CNTN1	7	-1	1100	2371
COL1A1	7	-5	1100	196
COPA	7	-11	1100	-730
COPB1	7	-14	1100	-889
COX7A1	7	7	1100	25807
CRK	7	1	1100	5803
CRMP1	7	1	1100	5803
CSF3R	7	1	1100	5803
CSTB	7	-5	1100	196
NKX2-5	7	0	1100	3674
CTBP1	7	-6	1100	-45
CTF1	7	1	1100	5803
CTH	7	-2	1100	1507
CTSK	7	2	1100	8779
CYP2C8	7	-3	1100	944
CYP2E1	7	-3	1100	944
CYP2J2	7	1	1100	5803
CYP19A1	7	0	1100	3674
CYP27B1	7	1	1100	5803
CD55	7	1	1100	5803
DBP	7	1	1100	5803
DDB2	7	-3	1100	944
DEFB4A	7	1	1100	5803
CFD	7	0	1100	3674
GSDME	7	-4	1100	501
COCH	7	7	1100	25807
DHCR7	7	-4	1100	501
DKC1	7	-8	1100	-427
DPAGT1	7	7	1100	25807
ARID3A	7	-4	1100	501
ATN1	7	0	1100	3674
DSG1	7	-12	1100	-808
DSPP	7	7	1100	25807
DUSP4	7	-1	1100	2371
E2F4	7	0	1100	3674
EBF1	7	-1	1100	2371
EDA	7	1	1100	5803
EDNRA	7	1	1100	5803
EEF1A2	7	-7	1100	-252
EIF4A1	7	-9	1100	-547
EIF4G1	7	-10	1100	-648
EIF4G2	7	-7	1100	-252
ELAVL3	7	7	1100	25807
ELF3	7	0	1100	3674
ELF4	7	1	1100	5803
EMP3	7	7	1100	25807
EPAS1	7	-4	1100	501
EPHA1	7	0	1100	3674
EPHX1	7	-1	1100	2371
EPHX2	7	0	1100	3674
EPOR	7	1	1100	5803
ERBB4	7	7	1100	25807
ERCC2	7	-6	1100	-45
EYA4	7	1	1100	5803
FBL	7	-10	1100	-648
ETS1	7	-5	1100	196
EXT1	7	7	1100	25807
EXT2	7	7	1100	25807
F7	7	0	1100	3674
F9	7	0	1100	3674
F13A1	7	0	1100	3674
FABP4	7	-3	1100	944
FABP1	7	-2	1100	1507
FABP3	7	1	1100	5803
ACSL4	7	-4	1100	501
PTK2B	7	-1	1100	2371
FAP	7	1	1100	5803
MS4A2	7	7	1100	25807
FCGR3A	7	0	1100	3674
FDXR	7	0	1100	3674
FGA	7	0	1100	3674
FGB	7	0	1100	3674
FGF2	7	-7	1100	-252
FGF14	7	2	1100	8779
FGFR2	7	-5	1100	196
FH	7	-3	1100	944
FKBP1A	7	-2	1100	1507
FKBP1AP4	7	7	1100	25807
FKBP3	7	-3	1100	944
FOXC1	7	0	1100	3674
FOXC2	7	2	1100	8779
FLNC	7	-4	1100	501
FLOT2	7	0	1100	3674
FLT1	7	-7	1100	-252
FLT3LG	7	-1	1100	2371
FOLH1	7	1	1100	5803
FPR1	7	0	1100	3674
FXN	7	1	1100	5803
NR5A1	7	-5	1100	196
FUT4	7	7	1100	25807
GABRA2	7	7	1100	25807
GALE	7	0	1100	3674
GAP43	7	0	1100	3674
GARS1	7	-7	1100	-252
GBP3	7	1	1100	5803
GC	7	-5	1100	196
GCDH	7	-2	1100	1507
KAT2A	7	-1	1100	2371
GDF9	7	1	1100	5803
GDNF	7	-1	1100	2371
GHR	7	1	1100	5803
GIPR	7	3	1100	25664
GJB1	7	-1	1100	2371
GPC3	7	-6	1100	-45
GLUL	7	-4	1100	501
GP1BA	7	2	1100	8779
GPD2	7	-2	1100	1507
GPR17	7	7	1100	25807
LPAR4	7	7	1100	25807
GPR35	7	2	1100	8779
GRK5	7	7	1100	25807
GRN	7	-11	1100	-730
ARHGAP35	7	-4	1100	501
GRM5	7	1	1100	5803
GRM7	7	7	1100	25807
GSN	7	-7	1100	-252
GUCY2C	7	7	1100	25807
HBA1	7	-7	1100	-252
HCRTR2	7	7	1100	25807
HTT	7	-11	1100	-730
HDAC1	7	-22	1100	-1030
HDLBP	7	-9	1100	-547
HEXA	7	1	1100	5803
NRG1	7	-1	1100	2371
HLA-DMB	7	7	1100	25807
HLA-DOB	7	7	1100	25807
HLA-E	7	-1	1100	2371
MR1	7	1	1100	5803
HMGCS1	7	-4	1100	501
HMGCS2	7	7	1100	25807
FOXA1	7	-13	1100	-858
HNF4G	7	7	1100	25807
HNRNPU	7	-16	1100	-952
HOXA11	7	0	1100	3674
HOXC11	7	7	1100	25807
HOXD9	7	7	1100	25807
HRAS	7	-2	1100	1507
HSF2	7	0	1100	3674
HSPA4	7	-24	1100	-1046
HSPA6	7	-10	1100	-648
HSP90AB1	7	-20	1100	-1013
TNC	7	-1	1100	2371
IFIT2	7	1	1100	5803
IGFBP5	7	7	1100	25807
IGHG1	7	-1	1100	2371
IGSF1	7	2	1100	8779
IL3RA	7	2	1100	8779
IL4R	7	2	1100	8779
IL5	7	0	1100	3674
IL6ST	7	0	1100	3674
IL7R	7	-4	1100	501
IL12A	7	-2	1100	1507
IL13RA2	7	7	1100	25807
IL15	7	0	1100	3674
FOXK2	7	-4	1100	501
ILK	7	-2	1100	1507
IRF5	7	-3	1100	944
IRS1	7	-1	1100	2371
ITGA2	7	-3	1100	944
ITGA2B	7	7	1100	25807
ITGA5	7	-2	1100	1507
ITGAE	7	0	1100	3674
ITGB4	7	-3	1100	944
ITIH4	7	1	1100	5803
JARID2	7	7	1100	25807
JUP	7	-14	1100	-889
ANOS1	7	1	1100	5803
CD82	7	0	1100	3674
KCNK2	7	7	1100	25807
KCNN4	7	0	1100	3674
KIF5A	7	1	1100	5803
KIR2DL4	7	2	1100	8779
KIR2DS5	7	1	1100	5803
KIR3DL1	7	7	1100	25807
KISS1	7	-1	1100	2371
KIF11	7	-12	1100	-808
KPNB1	7	-16	1100	-952
KPNA2	7	-14	1100	-889
TNPO1	7	-10	1100	-648
KRT17	7	-10	1100	-648
AFF3	7	2	1100	8779
LAMA2	7	1	1100	5803
LAMB3	7	-3	1100	944
LGALS1	7	-9	1100	-547
LGALS3BP	7	-6	1100	-45
LGALS4	7	-1	1100	2371
LIG1	7	-1	1100	2371
LIG3	7	-6	1100	-45
LMO2	7	2	1100	8779
LPL	7	0	1100	3674
LRP6	7	-2	1100	1507
LSAMP	7	1	1100	5803
LTA4H	7	-3	1100	944
LYN	7	-1	1100	2371
TACSTD2	7	-3	1100	944
MAB21L1	7	7	1100	25807
SMAD7	7	-1	1100	2371
MAF	7	1	1100	5803
MAGEA4	7	1	1100	5803
MAGEA11	7	2	1100	8779
MBL2	7	-7	1100	-252
MBP	7	0	1100	3674
MC2R	7	7	1100	25807
MDK	7	-2	1100	1507
MEF2D	7	1	1100	5803
MAP3K1	7	-3	1100	944
METTL1	7	-1	1100	2371
MFAP4	7	1	1100	5803
MFGE8	7	1	1100	5803
MGST1	7	-1	1100	2371
CXCL9	7	-1	1100	2371
MLLT1	7	1	1100	5803
MMP7	7	-7	1100	-252
MMP19	7	7	1100	25807
MPL	7	-1	1100	2371
MPO	7	-6	1100	-45
MRE11	7	-11	1100	-730
ABCC1	7	-3	1100	944
MYO1B	7	-11	1100	-730
MSH2	7	-12	1100	-808
MSI1	7	-2	1100	1507
MSR1	7	0	1100	3674
MUSK	7	7	1100	25807
MUTYH	7	-3	1100	944
MYH7	7	7	1100	25807
MYL3	7	7	1100	25807
MYO1C	7	-12	1100	-808
NAP1L1	7	-9	1100	-547
NUBP1	7	-1	1100	2371
NDUFS1	7	-3	1100	944
NEUROD1	7	1	1100	5803
NFIC	7	-4	1100	501
NFKBIA	7	-3	1100	944
NNMT	7	1	1100	5803
NPY	7	0	1100	3674
NOTCH4	7	0	1100	3674
PNP	7	-2	1100	1507
SLC11A2	7	-3	1100	944
NRGN	7	1	1100	5803
NTHL1	7	-3	1100	944
NTRK2	7	-1	1100	2371
ROR1	7	1	1100	5803
OLR1	7	1	1100	5803
ORM2	7	1	1100	5803
OTC	7	0	1100	3674
OXT	7	-1	1100	2371
OXTR	7	-10	1100	-648
P4HA1	7	-4	1100	501
FURIN	7	0	1100	3674
SERPINB2	7	0	1100	3674
PAK2	7	-7	1100	-252
PAX6	7	-2	1100	1507
PCOLCE	7	0	1100	3674
PDE4B	7	1	1100	5803
PDGFA	7	-2	1100	1507
ENPP2	7	0	1100	3674
ATP8B1	7	0	1100	3674
PFKM	7	-8	1100	-427
ABCB4	7	0	1100	3674
PHB1	7	-12	1100	-808
PHKG2	7	1	1100	5803
SERPINI1	7	7	1100	25807
PKD2	7	2	1100	8779
PKP1	7	-3	1100	944
PLAUR	7	0	1100	3674
PLCG1	7	-5	1100	196
PLCG2	7	1	1100	5803
PLP2	7	1	1100	5803
PLXNB3	7	0	1100	3674
EXOSC10	7	-9	1100	-547
POLB	7	0	1100	3674
POLG	7	-1	1100	2371
POLH	7	-2	1100	1507
POR	7	-4	1100	501
POU2F1	7	-4	1100	501
PPARA	7	0	1100	3674
PPP3CA	7	-1	1100	2371
PPP3R1	7	2	1100	8779
SRGN	7	7	1100	25807
PRKCG	7	-2	1100	1507
PRKCI	7	-2	1100	1507
PRKG1	7	7	1100	25807
MAPK7	7	-2	1100	1507
PRL	7	-1	1100	2371
PROP1	7	0	1100	3674
PROS1	7	1	1100	5803
PRPS1	7	-7	1100	-252
PRSS2	7	2	1100	8779
RELN	7	-4	1100	501
PSMB8	7	0	1100	3674
TAS2R38	7	2	1100	8779
PTGDR	7	7	1100	25807
PTGDS	7	7	1100	25807
PTGER3	7	2	1100	8779
PTGFR	7	7	1100	25807
PTH	7	0	1100	3674
RAB1A	7	-4	1100	501
RAB13	7	-1	1100	2371
RAB27B	7	1	1100	5803
RAB5C	7	-3	1100	944
RAD21	7	-7	1100	-252
RAD51C	7	2	1100	8779
RAD52	7	7	1100	25807
RANBP1	7	-2	1100	1507
RANGAP1	7	-5	1100	196
RARA	7	-2	1100	1507
RARRES2	7	0	1100	3674
KDM5A	7	-4	1100	501
RBM3	7	-6	1100	-45
RBP3	7	3	1100	25664
PRPH2	7	1	1100	5803
RDX	7	-6	1100	-45
RFC1	7	-10	1100	-648
TRIM27	7	-6	1100	-45
RGS16	7	2	1100	8779
RHD	7	1	1100	5803
ROBO1	7	-4	1100	501
ROCK1	7	-3	1100	944
RPA1	7	-10	1100	-648
RPL11	7	-9	1100	-547
RPL15	7	-10	1100	-648
RPL18	7	-11	1100	-730
RPL26	7	-5	1100	196
RPL31	7	-12	1100	-808
RPL36A	7	-3	1100	944
MRPL12	7	0	1100	3674
RPS5	7	-12	1100	-808
RPS10	7	-10	1100	-648
RPS17	7	-10	1100	-648
RPS18	7	-11	1100	-730
RPS19	7	-8	1100	-427
RPS26	7	-9	1100	-547
RPS27	7	-8	1100	-427
RPS28	7	-8	1100	-427
RPS29	7	-1	1100	2371
S100A2	7	1	1100	5803
SAT1	7	1	1100	5803
SATB1	7	-5	1100	196
SCD	7	-7	1100	-252
SCN4A	7	0	1100	3674
SCN9A	7	1	1100	5803
SCNN1B	7	2	1100	8779
CCL18	7	0	1100	3674
CCL19	7	7	1100	25807
CCL21	7	-2	1100	1507
CXCL11	7	3	1100	25664
SDC2	7	2	1100	8779
SDHD	7	2	1100	8779
SELE	7	0	1100	3674
SFRP2	7	1	1100	5803
SHOX	7	7	1100	25807
ST3GAL3	7	7	1100	25807
SLC6A1	7	-2	1100	1507
SLC10A2	7	7	1100	25807
SLC16A1	7	-12	1100	-808
SLC19A1	7	-3	1100	944
SLCO2A1	7	-1	1100	2371
SMARCB1	7	-11	1100	-730
SIGLEC1	7	-1	1100	2371
SNAPC4	7	0	1100	3674
SNRPA1	7	-4	1100	501
SOS1	7	1	1100	5803
SPTB	7	0	1100	3674
SREBF1	7	-3	1100	944
SRF	7	7	1100	25807
SRY	7	0	1100	3674
SSTR2	7	7	1100	25807
STAR	7	7	1100	25807
STAT5B	7	0	1100	3674
STK3	7	-6	1100	-45
SUPT6H	7	-2	1100	1507
ABCC8	7	1	1100	5803
SYP	7	7	1100	25807
TAP1	7	-4	1100	501
TCF4	7	-2	1100	1507
HNF1A	7	-8	1100	-427
PRDX2	7	-6	1100	-45
TERF2	7	0	1100	3674
TFAP2A	7	-6	1100	-45
TFAP4	7	-2	1100	1507
NR2F1	7	1	1100	5803
TFR2	7	0	1100	3674
TG	7	-1	1100	2371
TLE1	7	-1	1100	2371
TLN1	7	-9	1100	-547
SEC62	7	1	1100	5803
TLR5	7	-1	1100	2371
TNFAIP6	7	-5	1100	196
TNNI3	7	-2	1100	1507
TOP3A	7	-2	1100	1507
TP53BP1	7	-1	1100	2371
TP73	7	-3	1100	944
TPO	7	7	1100	25807
NR2C2	7	-2	1100	1507
HSP90B1	7	-13	1100	-858
TRAF3	7	-4	1100	501
CCT3	7	-16	1100	-952
TRPC3	7	0	1100	3674
TSNAX	7	-1	1100	2371
TUB	7	7	1100	25807
TUFT1	7	1	1100	5803
UBA1	7	-19	1100	-1004
UBE2D1	7	-6	1100	-45
UBE2E2	7	0	1100	3674
UBE2I	7	-5	1100	196
UBE3A	7	-4	1100	501
UCHL1	7	-9	1100	-547
UCP3	7	1	1100	5803
UNG	7	-3	1100	944
NR1H2	7	0	1100	3674
UQCRC2	7	-7	1100	-252
VCAM1	7	-8	1100	-427
VCL	7	-10	1100	-648
VEGFC	7	1	1100	5803
VIPR1	7	0	1100	3674
VRK2	7	-1	1100	2371
NELFA	7	0	1100	3674
WNT7B	7	2	1100	8779
XPA	7	0	1100	3674
XRCC1	7	-8	1100	-427
XRCC4	7	1	1100	5803
YWHAG	7	-5	1100	196
ZFP36	7	2	1100	8779
DNALI1	7	7	1100	25807
ALMS1	7	-2	1100	1507
DEK	7	-11	1100	-730
PRRC2A	7	-7	1100	-252
PSCA	7	7	1100	25807
AAAS	7	1	1100	5803
GPR68	7	1	1100	5803
ANP32A	7	-4	1100	501
NPRL3	7	7	1100	25807
SLC7A5	7	-8	1100	-427
USP11	7	-5	1100	196
KDM5C	7	0	1100	3674
NAA10	7	0	1100	3674
AXIN1	7	-1	1100	2371
FZD7	7	-3	1100	944
PIP4K2B	7	1	1100	5803
SRPX	7	7	1100	25807
ULK1	7	-9	1100	-547
RAD54L	7	-1	1100	2371
CUL1	7	-19	1100	-1004
SMARCA5	7	-11	1100	-730
IRS4	7	-8	1100	-427
PPFIBP1	7	-3	1100	944
GAS7	7	7	1100	25807
DGKZ	7	1	1100	5803
CYP4F2	7	2	1100	8779
FCN3	7	7	1100	25807
BHLHE40	7	-2	1100	1507
CASK	7	-4	1100	501
KLF7	7	0	1100	3674
RNASET2	7	-1	1100	2371
STX11	7	7	1100	25807
NOL4	7	-1	1100	2371
MBTPS1	7	7	1100	25807
TNFSF10	7	-4	1100	501
ADAM9	7	-3	1100	944
RAB11A	7	-9	1100	-547
SNAP23	7	-4	1100	501
PEX11B	7	0	1100	3674
IL18R1	7	7	1100	25807
SOCS2	7	1	1100	5803
CCN6	7	2	1100	8779
PROM1	7	-3	1100	944
NR1I2	7	-2	1100	1507
PER2	7	4	1100	25806
SPHK1	7	-2	1100	1507
CACNA1H	7	-2	1100	1507
HERC2	7	-4	1100	501
FOXH1	7	7	1100	25807
PHOX2B	7	1	1100	5803
FUBP3	7	-11	1100	-730
USP13	7	-4	1100	501
SEMA5A	7	2	1100	8779
SPAG9	7	-2	1100	1507
AIP	7	-2	1100	1507
CLDN6	7	-2	1100	1507
KCNQ4	7	3	1100	25664
HGS	7	-1	1100	2371
IL1RL1	7	-2	1100	1507
ZMYM3	7	-4	1100	501
BMP15	7	0	1100	3674
COPB2	7	-10	1100	-648
SRSF11	7	-8	1100	-427
TRIP12	7	-9	1100	-547
CD163	7	-4	1100	501
SNAP29	7	-2	1100	1507
SLC22A6	7	3	1100	25664
HAND1	7	7	1100	25807
NTN1	7	-4	1100	501
ITM2A	7	7	1100	25807
EIF4E2	7	-7	1100	-252
MAPK8IP1	7	7	1100	25807
SLC4A7	7	-2	1100	1507
PTGES	7	2	1100	8779
PRDX6	7	-15	1100	-919
CELSR1	7	1	1100	5803
IQCB1	7	7	1100	25807
DEPDC5	7	1	1100	5803
GPRASP1	7	1	1100	5803
RIPOR2	7	7	1100	25807
PCLAF	7	-1	1100	2371
GAB2	7	2	1100	8779
SETDB1	7	-4	1100	501
DDX46	7	-7	1100	-252
G3BP2	7	-12	1100	-808
IQSEC1	7	-1	1100	2371
KIF14	7	0	1100	3674
TNFSF15	7	3	1100	25664
SAE1	7	-3	1100	944
TSPAN1	7	7	1100	25807
SGK2	7	7	1100	25807
FAM13A	7	7	1100	25807
TRIM28	7	-28	1100	-1062
TNK2	7	0	1100	3674
PRMT3	7	-1	1100	2371
RASGRP2	7	7	1100	25807
AKAP8	7	-11	1100	-730
SIGMAR1	7	-3	1100	944
TNIP1	7	-2	1100	1507
B3GNT3	7	1	1100	5803
CCL26	7	1	1100	5803
ABCA7	7	1	1100	5803
WARS2	7	2	1100	8779
SEMA3A	7	0	1100	3674
TUBA1B	7	-17	1100	-972
RACK1	7	-15	1100	-919
SPON2	7	7	1100	25807
RBM14	7	-16	1100	-952
TAB1	7	-6	1100	-45
ATG7	7	-5	1100	196
BATF	7	1	1100	5803
OLFM4	7	-1	1100	2371
RGS14	7	7	1100	25807
YKT6	7	0	1100	3674
KHDRBS1	7	-12	1100	-808
GNA13	7	-1	1100	2371
STAG2	7	-3	1100	944
MASP2	7	-5	1100	196
PLAC1	7	7	1100	25807
NES	7	-1	1100	2371
KDM5B	7	1	1100	5803
MTHFD2	7	-5	1100	196
SDCCAG8	7	7	1100	25807
POLR1G	7	-3	1100	944
PGRMC1	7	-6	1100	-45
GPR83	7	7	1100	25807
EDAR	7	1	1100	5803
IFI44L	7	0	1100	3674
CKAP4	7	-8	1100	-427
FERMT2	7	-5	1100	196
STON1	7	2	1100	8779
BTN3A1	7	2	1100	8779
KIF3A	7	1	1100	5803
KAT7	7	-4	1100	501
ADAMTS6	7	7	1100	25807
SUPT16H	7	-7	1100	-252
ANXA10	7	1	1100	5803
PLPBP	7	0	1100	3674
AKAP13	7	-2	1100	1507
RPL35	7	-8	1100	-427
GPR176	7	7	1100	25807
CBX3	7	-11	1100	-730
COBLL1	7	-1	1100	2371
MORC2	7	-7	1100	-252
CEP164	7	2	1100	8779
DHX30	7	-8	1100	-427
CCT5	7	-16	1100	-952
SORCS3	7	0	1100	3674
KDM4B	7	-1	1100	2371
CLUAP1	7	7	1100	25807
SETX	7	-4	1100	501
CMTR1	7	-2	1100	1507
SWAP70	7	0	1100	3674
KDM4C	7	0	1100	3674
PPRC1	7	7	1100	25807
SARM1	7	0	1100	3674
CLASP2	7	-4	1100	501
POGZ	7	-5	1100	196
CIC	7	0	1100	3674
CLCC1	7	-2	1100	1507
FAF2	7	-10	1100	-648
PLCB1	7	-1	1100	2371
BICD2	7	-6	1100	-45
KIF13B	7	-1	1100	2371
NEDD4L	7	-14	1100	-889
SMCHD1	7	-4	1100	501
U2SURP	7	-12	1100	-808
HAUS5	7	1	1100	5803
LARP1	7	-12	1100	-808
ADNP	7	-5	1100	196
NCAPH	7	-6	1100	-45
CTDNEP1	7	7	1100	25807
ATP13A2	7	1	1100	5803
SF3B1	7	-24	1100	-1046
ANGPTL2	7	7	1100	25807
MACF1	7	-2	1100	1507
POFUT1	7	1	1100	5803
SLC39A14	7	-3	1100	944
TSPAN12	7	7	1100	25807
LEMD3	7	-3	1100	944
ORC6	7	0	1100	3674
OPN3	7	0	1100	3674
MKRN1	7	7	1100	25807
MKRN2	7	-1	1100	2371
BACE1	7	-2	1100	1507
PRKD3	7	1	1100	5803
ARHGAP8	7	2	1100	8779
PANX1	7	-3	1100	944
PART1	7	1	1100	5803
WHRN	7	7	1100	25807
MPC2	7	0	1100	3674
ULK3	7	7	1100	25807
GORASP2	7	-2	1100	1507
UPF2	7	-4	1100	501
APPL1	7	-6	1100	-45
GPSM1	7	1	1100	5803
SENP3	7	-5	1100	196
FBXL5	7	7	1100	25807
FBXO22	7	-2	1100	1507
TINF2	7	7	1100	25807
MYOF	7	-3	1100	944
LATS2	7	1	1100	5803
BSCL2	7	1	1100	5803
COPG2	7	-5	1100	196
NPHP3	7	7	1100	25807
NOX1	7	1	1100	5803
FOXP1	7	-8	1100	-427
KCNH5	7	0	1100	3674
SIGLEC9	7	1	1100	5803
C5AR2	7	7	1100	25807
TUBGCP4	7	1	1100	5803
SERP1	7	7	1100	25807
GNMT	7	7	1100	25807
PDCD4	7	-5	1100	196
BMP10	7	7	1100	25807
BHLHE22	7	-1	1100	2371
ANGPTL3	7	-3	1100	944
DLL1	7	2	1100	8779
TRBC1	7	7	1100	25807
HIPK2	7	-4	1100	501
PYCARD	7	-4	1100	501
BRD7	7	-4	1100	501
OLA1	7	-7	1100	-252
ICOS	7	0	1100	3674
UBQLN2	7	-4	1100	501
BICRA	7	1	1100	5803
EFEMP2	7	0	1100	3674
SOCS7	7	0	1100	3674
IL22	7	-9	1100	-547
IGK	7	7	1100	25807
MYEF2	7	-1	1100	2371
ASAP1	7	-2	1100	1507
