## cite_days=180
# gene	cites	cite_delta	cite_rank	cite_rank_delta	views	view_delta	view_rank	view_rank_delta
RDH10	0	-8	5551	-2059	0	0
ANKRD46	0	-5	5551	4345	0	0
ESCO2	0	-8	5551	-2059	0	-6	11997	9260
VPS13B	0	-7	5551	-754	5	-1	2950	381
TDRP	0	-6	5551	1373	0	0
ERICH1	0	-9	5551	-2934	0	0
FAM91A1	0	-9	5551	-2934	0	0
CAMSAP1	0	-10	5551	-3502	0	0
AK8	0	-5	5551	4345	0	0
EEF1A1P5	0	-9	5551	-2934	0	0
SPAAR	0	-5	5551	4345	0	0
ZNF483	0	-7	5551	-754	0	0
ZXDB	0	-6	5551	1373	0	0
MOSPD2	0	-6	5551	1373	0	0	12585	8
USP51	0	-6	5551	1373	0	0	12536	1
H2BW1	0	-6	5551	1373	0	0	12540	3
CXorf38	0	-5	5551	4345	3	2	4583	-3781
USP54	0	-6	5551	1373	0	0	12545	5
DEUP1	0	-6	5551	1373	0	0
TMTC3	0	-9	5551	-2934	0	0
ALDH1L2	0	-7	5551	-754	2	-1	5973	1355
SYNE3	0	-6	5551	1373	0	-1	12213	3967
CLEC14A	0	-5	5551	4345	0	0
NOP9	0	-8	5551	-2059	0	0
FSIP1	0	-6	5551	1373	0	0
ZFPM1	0	-5	5551	4345	0	0	12235	-10
ZFP1	0	-7	5551	-754	0	0
RETREG3	0	-7	5551	-754	0	0	12227	-11
PHOSPHO1	0	-7	5551	-754	0	0
SLC16A11	0	-6	5551	1373	0	0
FBXO39	0	-5	5551	4345	0	0
ZNF836	0	-6	5551	1373	0	0	12210	-9
ZNF320	0	-6	5551	1373	0	0	12220	-11
DEDD2	0	-6	5551	1373	0	0
ZNF579	0	-6	5551	1373	0	0
ZNF791	0	-6	5551	1373	0	0	12179	-11
ZNF114	0	-6	5551	1373	0	0
ZNF567	0	-7	5551	-754	0	0
ZNF383	0	-4	5551	11922	0	0	12192	-6
ZNF781	0	-6	5551	1373	0	0
ZNF780B	0	-6	5551	1373	0	-1	12264	4000
ZNF100	0	-6	5551	1373	0	0
ZNF540	0	-6	5551	1373	0	0
TOR1AIP2	0	-8	5551	-2059	0	0
SASS6	0	-5	5551	4345	2	0	5964	18
SDE2	0	-9	5551	-2934	0	0
HFM1	0	-7	5551	-754	1	-1	8241	2291
TMPRSS6	0	-10	5551	-3502	1	-4	8184	5005
DAW1	0	-7	5551	-754	0	0
LONRF2	0	-6	5551	1373	0	0
FAM171B	0	-5	5551	4345	0	0
CHST13	0	-6	5551	1373	0	-1	8499	2402
AFG2A	0	-8	5551	-2059	0	0
DCLK2	0	-6	5551	1373	0	0
MMAA	0	-7	5551	-754	3	1	4567	-1363
RBM46	0	-6	5551	1373	0	0
TENT2	0	-7	5551	-754	0	0	12361	-5
DCP2	0	-7	5551	-754	3	2	4565	-3729
RNF133	0	-4	5551	11922	0	0
CCDC71L	0	-7	5551	-754	0	0
ZNF467	0	-5	5551	4345	0	0
BHLHA15	0	-5	5551	4345	0	-1	12381	4086
BMPER	0	-7	5551	-754	1	1	8195	-4183
ZNF800	0	-5	5551	4345	0	0	8479	-86
IDO2	0	-6	5551	1373	0	-2	12370	6445
QSOX2	0	-7	5551	-754	0	0
SPIN3	0	-8	5551	-2059	0	0
PWWP2B	0	-5	5551	4345	0	0
DHX36	0	-11	5551	-3931	3	2	4558	-3697
COMMD6	0	-5	5551	4345	0	0
NUDT10	0	-6	5551	1373	0	0
ADAMTS15	0	-7	5551	-754	0	0
ADAMTS16	0	-5	5551	4345	0	0
PPP1R18	0	-8	5551	-2059	0	-1	12233	3980
NLRP6	0	-8	5551	-2059	1	-5	8161	5416
PDIA3P1	0	-6	5551	1373	0	0
CLYBL	0	-6	5551	1373	1	0	8148	-86
POLR3H	0	-5	5551	4345	0	0
HIGD2A	0	-6	5551	1373	0	0
KRT24	0	-5	5551	4345	0	-1	11769	3705
AGO3	0	-9	5551	-2934	0	0
METTL15	0	-6	5551	1373	0	0
TMT1B	0	-6	5551	1373	0	0
ZFC3H1	0	-7	5551	-754	2	0	5850	9
PLBD2	0	-7	5551	-754	0	0
ANO6	0	-9	5551	-2934	0	-1	11747	3697
LINC00638	0	-5	5551	4345	0	0
UBR1	0	-7	5551	-754	0	-2	8483	3795
FCSK	0	-6	5551	1373	0	0
ACSF3	0	-6	5551	1373	7	6	2406	-5293
NSMCE1	0	-7	5551	-754	0	0
DZIP1L	0	-6	5551	1373	0	0
TTC21A	0	-6	5551	1373	0	0
DAND5	0	-4	5551	11922	0	0
CADM4	0	-6	5551	1373	0	0
FAM76A	0	-6	5551	1373	0	0	11038	-48
TMEM201	0	-6	5551	1373	0	0	12047	-28
CYP4Z1	0	-6	5551	1373	0	0	12032	-29
CC2D1B	0	-5	5551	4345	0	0
TXLNA	0	-12	5551	-4249	3	-3	4552	1810
CRTC2	0	-8	5551	-2059	1	-3	8111	4389
IBA57	0	-7	5551	-754	0	0
VWA3B	0	-5	5551	4345	0	0
CREG2	0	-7	5551	-754	0	0
TET3	0	-9	5551	-2934	1	-4	8100	4927
PIKFYVE	0	-7	5551	-754	7	-3	2427	602
ARL13B	0	-7	5551	-754	3	-4	4548	2149
DHFR2	0	-6	5551	1373	0	0
CENPV	0	-11	5551	-3931	0	0
TRIM65	0	-7	5551	-754	1	0	8110	-71
UNC13D	0	-6	5551	1373	0	-2	9087	4054
HACD2	0	-6	5551	1373	1	0	8108	-71
PDE12	0	-9	5551	-2934	0	0
DENND6A	0	-6	5551	1373	0	0
TMEM154	0	-6	5551	1373	0	0
DNAJC18	0	-5	5551	4345	0	0
LINC01554	0	-6	5551	1373	0	0
CMYA5	0	-7	5551	-754	0	0
R3HCC1	0	-6	5551	1373	0	0
LGI3	0	-7	5551	-754	0	0
FAM219A	0	-5	5551	4345	0	0	12681	-1
CT83	0	-7	5551	-754	0	-3	8498	4707
ANO5	0	-6	5551	1373	4	2	3732	-2236
HIPK1	0	-6	5551	1373	3	1	4592	-1384
DIPK2A	0	-7	5551	-754	0	0	12683	0
SENP5	0	-5	5551	4345	0	0
TRIML2	0	-7	5551	-754	0	0
SFTA1P	0	-5	5551	4345	0	0
USP12	0	-8	5551	-2059	0	0
MED19	0	-7	5551	-754	1	1	8118	-3997
UNC5B	0	-6	5551	1373	0	0
TYSND1	0	-7	5551	-754	0	0	12099	-22
TBCEL	0	-5	5551	4345	0	0
MRPL21	0	-7	5551	-754	0	0
PATL1	0	-8	5551	-2059	0	0
OOSP2	0	-6	5551	1373	0	0
HEPACAM	0	-6	5551	1373	0	0	12448	0
RPLP0P6	0	-7	5551	-754	0	0
FABP5P3	0	-7	5551	-754	0	0
ZNG1E	0	-8	5551	-2059	0	0
WAC-AS1	0	-5	5551	4345	0	0
REEP3	0	-6	5551	1373	0	0
NSUN6	0	-5	5551	4345	0	0
ARL5B	0	-8	5551	-2059	0	0
LRRN4CL	0	-6	5551	1373	0	0
HNRNPUL2	0	-11	5551	-3931	0	0
ALKBH3	0	-7	5551	-754	2	2	5932	-6322
SKA3	0	-5	5551	4345	0	0
MICU2	0	-7	5551	-754	0	0
CPNE2	0	-7	5551	-754	0	0
PRSS54	0	-5	5551	4345	0	0
AK9	0	-6	5551	1373	0	0
NT5DC1	0	-7	5551	-754	0	0
TBC1D32	0	-7	5551	-754	0	0
TDRD6	0	-5	5551	4345	0	0
OARD1	0	-6	5551	1373	0	0
ZBTB9	0	-7	5551	-754	0	0
H2AC1	0	-6	5551	1373	1	0	8206	-100
KDM1B	0	-10	5551	-3502	2	1	5952	-2352
RNF182	0	-6	5551	1373	0	0
PHACTR1	0	-6	5551	1373	1	0	8213	-104
LINC00518	0	-7	5551	-754	0	0
SERPINB9P1	0	-6	5551	1373	0	0
PRPS1L1	0	-7	5551	-754	0	0
POLR1F	0	-8	5551	-2059	0	0
HOXA11-AS	0	-9	5551	-2934	0	0
JAZF1	0	-6	5551	1373	1	-3	8203	4469
PPP1R35	0	-6	5551	1373	0	0
SDK1	0	-5	5551	4345	3	3	4571	-7868
FOXK1	0	-11	5551	-3931	1	0	8210	-101
DAGLB	0	-6	5551	1373	0	0
CCZ1B	0	-6	5551	1373	0	0
THSD7A	0	-5	5551	4345	0	0
TMED4	0	-8	5551	-2059	0	0	12415	-2
PRR15	0	-6	5551	1373	0	0
SRRM3	0	-5	5551	4345	0	0
RSBN1L	0	-8	5551	-2059	0	0
LRWD1	0	-11	5551	-3931	0	0
FAM185A	0	-5	5551	4345	0	-1	12500	4153
BEND7	0	-6	5551	1373	0	0
LNX2	0	-6	5551	1373	0	0
ADGRG3	0	-7	5551	-754	4	3	3726	-4618
MAPK15	0	-6	5551	1373	1	0	8227	-104
CNPY4	0	-6	5551	1373	0	0
GAS2L2	0	-6	5551	1373	0	0
CDC26	0	-6	5551	1373	0	0	12455	0
RNASEH1	0	-7	5551	-754	5	3	3187	-2773
AFG1L	0	-5	5551	4345	0	0
STAC3	0	-3	5551	12061	0	0	12630	3
STXBP4	0	-4	5551	11922	0	0
TECRL	0	-6	5551	1373	0	0
PRR14L	0	-5	5551	4345	0	0
RICTOR	0	-11	5551	-3931	11	3	1629	-530
ZNF503-AS1	0	-5	5551	4345	0	0
ZBTB38	0	-5	5551	4345	0	0
SLC25A30	0	-6	5551	1373	0	0
LCLAT1	0	-6	5551	1373	0	0	12449	-2
GPATCH11	0	-8	5551	-2059	1	0	8230	-103
WASHC2C	0	-7	5551	-754	0	0	12481	-1
CERS6	0	-7	5551	-754	1	1	8244	-4252
RALGAPA1	0	-7	5551	-754	1	1	8232	-4235
KCTD13	0	-6	5551	1373	0	0	12471	0
UBN2	0	-8	5551	-2059	0	0
RNF169	0	-8	5551	-2059	0	0
LCORL	0	-7	5551	-754	2	2	4615	-3865
PROSER2	0	-7	5551	-754	1	1	8282	-4389
MEIOB	0	-5	5551	4345	0	0
LPCAT4	0	-7	5551	-754	0	0
CALHM1	0	-5	5551	4345	2	-1	5871	1297
CBARP	0	-5	5551	4345	0	0
CASC2	0	-6	5551	1373	0	0
IGFBP7-AS1	0	-6	5551	1373	0	0
LINC01018	0	-6	5551	1373	0	0
TXNDC8	0	-6	5551	1373	0	0
ANKK1	0	-5	5551	4345	11	4	1623	-770
LRRC57	0	-6	5551	1373	0	0	11818	-47
EIF2S3B	0	-6	5551	1373	0	0
ZNF718	0	-6	5551	1373	0	0
RNF144B	0	-4	5551	11922	0	0
ELMOD2	0	-6	5551	1373	1	0	8033	-54
H2BC1	0	-8	5551	-2059	0	-2	11936	6066
TMEM196	0	-6	5551	1373	0	0	11963	-30
NAPSB	0	-7	5551	-754	0	0
NUDT14	0	-6	5551	1373	0	0
EML3	0	-6	5551	1373	0	0
RNF214	0	-8	5551	-2059	0	0
SHPRH	0	-7	5551	-754	0	-1	12177	3945
SNX33	0	-8	5551	-2059	0	0
TAB3	0	-9	5551	-2934	0	0	12173	-14
C2orf72	0	-6	5551	1373	0	0	12144	-21
FAM133B	0	-6	5551	1373	0	0
NCR3	0	-5	5551	4345	8	2	1983	-455
NALCN	0	-5	5551	4345	0	0
BOD1L1	0	-10	5551	-3502	0	0
TAS2R46	0	-6	5551	1373	1	-3	8024	4310
MAGI3	0	-6	5551	1373	1	1	8034	-3842
TIPRL	0	-8	5551	-2059	0	0
STEAP2	0	-5	5551	4345	3	2	4529	-3553
BRD3OS	0	-6	5551	1373	0	0
NPAS4	0	-5	5551	4345	4	-2	3731	980
PIPSL	0	-5	5551	4345	0	0
ADGRF1	0	-5	5551	4345	2	1	5979	-2405
SELENOH	0	-7	5551	-754	0	0
IFNL2	0	-8	5551	-2059	0	0
OR51B5	0	-5	5551	4345	0	0	12627	3
ZNF311	0	-6	5551	1373	0	0
BLOC1S2	0	-6	5551	1373	1	-3	8268	4526
RBM20	0	-6	5551	1373	0	0
CSNK2A3	0	-7	5551	-754	0	0
MAJIN	0	-5	5551	4345	0	0
BCL9L	0	-8	5551	-2059	2	1	5958	-2366
PGM2L1	0	-6	5551	1373	0	0
TTC9C	0	-7	5551	-754	0	0
ZNF740	0	-6	5551	1373	0	0
ANKRD52	0	-7	5551	-754	0	0
SPRYD4	0	-6	5551	1373	0	0
DPY19L2	0	-5	5551	4345	2	0	5950	19
CLEC9A	0	-6	5551	1373	14	2	1341	-202
LINC01559	0	-4	5551	11922	0	0
GAS2L3	0	-7	5551	-754	0	0
MYO1H	0	-7	5551	-754	0	0
NME2P1	0	-6	5551	1373	0	0
HNF1A-AS1	0	-6	5551	1373	0	0	12349	-2
MUC19	0	-4	5551	11922	0	0
GXYLT1	0	-7	5551	-754	0	0
FGF14-AS2	0	-5	5551	4345	0	0
PRECSIT	0	-8	5551	-2059	0	0	12367	-5
SIAH3	0	-7	5551	-754	0	0
TMED8	0	-6	5551	1373	0	0
LINC00641	0	-5	5551	4345	0	0
FAM177A1	0	-6	5551	1373	0	0
FAM98B	0	-10	5551	-3502	0	0
NOMO2	0	-7	5551	-754	0	0
PGP	0	-9	5551	-2934	0	0
GREP1	0	-5	5551	4345	0	0
C16orf54	0	-5	5551	4345	0	0
INO80E	0	-7	5551	-754	0	-1	12287	4017
UQCC4	0	-6	5551	1373	0	0
HID1	0	-5	5551	4345	0	-1	12307	4030
CCDC57	0	-7	5551	-754	0	0	12303	-5
FAM171A2	0	-5	5551	4345	0	0
PIGW	0	-6	5551	1373	0	0	12204	-11
CISD3	0	-6	5551	1373	0	0
GSDMA	0	-6	5551	1373	0	0	12259	-9
LAMA1	0	-6	5551	1373	1	1	6303	-2501
PTGR3	0	-7	5551	-754	0	0
ZNF776	0	-7	5551	-754	0	0
ZNF780A	0	-7	5551	-754	0	0	12400	-3
ACTMAP	0	-6	5551	1373	0	0
LYPD5	0	-7	5551	-754	0	0	12428	1
PPP1R37	0	-5	5551	4345	0	0
TPRX1	0	-7	5551	-754	0	0	12414	-2
SIGLEC17P	0	-5	5551	4345	0	0
ZNF615	0	-6	5551	1373	0	0
ZNF561-AS1	0	-6	5551	1373	0	0
ZFP82	0	-7	5551	-754	0	-1	12434	4114
MIR23AHG	0	-8	5551	-2059	0	0
LEMD1-AS1	0	-7	5551	-754	0	0
EEIG2	0	-5	5551	4345	0	0
RSPO1	0	-5	5551	4345	17	-6	1124	277
EPHA10	0	-7	5551	-754	0	0	12432	2
ZNF326	0	-13	5551	-4484	0	0
STPG4	0	-5	5551	4345	0	0
IAH1	0	-6	5551	1373	0	0
HYCC2	0	-6	5551	1373	0	0
RGPD4	0	-6	5551	1373	0	0
ZNF621	0	-6	5551	1373	0	0	12239	-11
RABL3	0	-8	5551	-2059	0	0
ZNF852	0	-6	5551	1373	0	0
SUMF1	0	-6	5551	1373	4	3	3719	-4523
RPUSD3	0	-7	5551	-754	0	0
RPL34-DT	0	-5	5551	4345	0	0
CTBP1-AS	0	-6	5551	1373	0	0
GPRIN3	0	-5	5551	4345	0	0
FRYL	0	-6	5551	1373	1	1	8157	-4067
FAM200B	0	-6	5551	1373	0	0
ARL10	0	-5	5551	4345	0	0
DTWD2	0	-6	5551	1373	0	0
RELL2	0	-5	5551	4345	0	0
RIMOC1	0	-6	5551	1373	0	0
KIF4B	0	-6	5551	1373	0	0
SREK1IP1	0	-6	5551	1373	0	0
RGMB	0	-5	5551	4345	11	-2	1626	185
CEP57L1	0	-7	5551	-754	0	0
DCBLD1	0	-5	5551	4345	0	0
TREML4	0	-6	5551	1373	0	0
RPL7L1	0	-8	5551	-2059	0	0
LINC00174	0	-7	5551	-754	0	0
SNHG15	0	-6	5551	1373	0	0
TCAF2	0	-6	5551	1373	0	0
DLX6-AS1	0	-7	5551	-754	0	0
NSMCE2	0	-7	5551	-754	0	0
FAM83H	0	-11	5551	-3931	0	0	12183	-9
PAXX	0	-6	5551	1373	0	0
LCN1P1	0	-6	5551	1373	0	0
FAM225A	0	-7	5551	-754	0	0
ATP11C	0	-7	5551	-754	0	-2	12488	6539
FIRRE	0	-5	5551	4345	0	-1	12468	4132
FAM133A	0	-5	5551	4345	0	0
TRARG1	0	-5	5551	4345	0	0
LIN9	0	-7	5551	-754	2	0	5965	14
KRT6C	0	-7	5551	-754	0	0	8608	-97
FAM149B1	0	-7	5551	-754	0	0	12485	0
RFESD	0	-5	5551	4345	0	0
H2AC21	0	-6	5551	1373	2	1	5939	-2340
DDX51	0	-7	5551	-754	0	0
KRT73	0	-8	5551	-2059	1	1	8257	-4321
ZAR1	0	-6	5551	1373	0	0
MMAB	0	-9	5551	-2934	0	-1	12084	3894
H3C15	0	-7	5551	-754	0	0	12109	-23
UBAC2	0	-10	5551	-3502	0	0
LINC00221	0	-6	5551	1373	0	0
GPIHBP1	0	-5	5551	4345	2	-5	5951	3550
CENATAC	0	-6	5551	1373	0	0
VSX2	0	-7	5551	-754	1	0	8165	-87
RAB43	0	-7	5551	-754	0	0
JMJD8	0	-5	5551	4345	0	0
TMEM95	0	-4	5551	11922	0	0
METTL2A	0	-7	5551	-754	0	0
CCDC137	0	-11	5551	-3931	0	0	12493	-1
ARL16	0	-5	5551	4345	0	0
MSL1	0	-8	5551	-2059	0	0
NANOS2	0	-5	5551	4345	0	0
ADAMTSL5	0	-6	5551	1373	0	0
LINC01343	0	-5	5551	4345	0	0
C1orf174	0	-7	5551	-754	0	0
TMEM240	0	-6	5551	1373	0	0
ERVMER61-1	0	-6	5551	1373	0	0
ZBTB8OS	0	-5	5551	4345	0	0
LINC01140	0	-7	5551	-754	0	0
CYP27C1	0	-7	5551	-754	5	4	3186	-5186
CCDC39	0	-6	5551	1373	0	0
LRRC66	0	-7	5551	-754	0	0
SLC6A19	0	-5	5551	4345	7	2	2437	-747
ANKRD34B	0	-7	5551	-754	0	0
ZNF680	0	-7	5551	-754	0	0
ABCB5	0	-6	5551	1373	7	3	2278	-1082
NRBP2	0	-7	5551	-754	0	0
RSPO2	0	-6	5551	1373	10	4	1766	-983
ZDHHC21	0	-5	5551	4345	0	0	12511	0
NEXMIF	0	-6	5551	1373	0	0
VSIG1	0	-6	5551	1373	2	2	5969	-6577
POU2AF2	0	-7	5551	-754	0	0
FREM2	0	-7	5551	-754	0	-1	12458	4126
LRRC9	0	-6	5551	1373	0	0
C16orf96	0	-6	5551	1373	0	0	12680	1
KRT27	0	-6	5551	1373	0	0	12686	1
NCCRP1	0	-8	5551	-2059	0	0
ZNF677	0	-7	5551	-754	0	0
ZSCAN22	0	-6	5551	1373	0	0
HNRNPCL1	0	-5	5551	4345	0	0
TGM6	0	-5	5551	4345	2	2	5941	-6388
NOTO	0	-7	5551	-754	0	0
FOXI3	0	-5	5551	4345	4	3	3722	-4549
DUBR	0	-4	5551	11922	0	0
MSANTD1	0	-6	5551	1373	0	0
ZNF879	0	-6	5551	1373	0	0
FBLL1	0	-8	5551	-2059	0	0
ACTBL2	0	-8	5551	-2059	0	0
MACC1	0	-6	5551	1373	6	4	2763	-3196
KIF24	0	-6	5551	1373	0	-1	12559	4196
TUBB2B	0	-12	5551	-4249	0	0
SLC35B2	0	-7	5551	-754	0	0	12605	5
PWARSN	0	-5	5551	4345	0	0
AMIGO2	0	-5	5551	4345	0	0
EP400P1	0	-5	5551	4345	0	0
ARPIN	0	-5	5551	4345	1	1	8252	-4298
LINC01193	0	-3	5551	12061	0	0
CLEC18A	0	-4	5551	11922	0	0
CTU2	0	-7	5551	-754	1	1	8253	-4302
MCRIP1	0	-6	5551	1373	0	0
TPRXL	0	-7	5551	-754	0	0
NUP43	0	-8	5551	-2059	1	0	8246	-105
RTN4RL2	0	-6	5551	1373	0	0
RILPL1	0	-6	5551	1373	0	0
KRT16P6	0	-7	5551	-754	0	0
RAMACL	0	-5	5551	4345	0	0
RGSL1	0	-5	5551	4345	0	0
ANKRD37	0	-7	5551	-754	0	0
POLN	0	-7	5551	-754	4	1	3733	-893
GLT6D1	0	-4	5551	11922	0	0
GSTK1	0	-8	5551	-2059	2	2	5986	-6702
USP50	0	-5	5551	4345	0	0
DND1	0	-5	5551	4345	0	0
FBXW10B	0	-6	5551	1373	0	0
NDUFS7	0	-5	5551	4345	0	-1	12661	4274
NHLRC2	0	-9	5551	-2934	0	-3	12642	8018
TBC1D10C	0	-7	5551	-754	0	0
ASPG	0	-5	5551	4345	0	0
TEX9	0	-5	5551	4345	971	59	2	0
HDDC3	0	-6	5551	1373	0	0
WASH3P	0	-7	5551	-754	0	0
HSD11B1L	0	-6	5551	1373	0	0
ZNF568	0	-6	5551	1373	0	0
DRAXIN	0	-6	5551	1373	0	0
SVBP	0	-6	5551	1373	0	0
SFT2D2	0	-5	5551	4345	1	1	8269	-4360
MIA3	0	-7	5551	-754	2	-7	5983	4006
WASH2P	0	-6	5551	1373	0	0
LINC01116	0	-5	5551	4345	0	0
AQP12A	0	-5	5551	4345	0	0
NRROS	0	-6	5551	1373	0	0
MAST4	0	-5	5551	4345	0	0
PTAR1	0	-6	5551	1373	0	0
AGRN	0	-7	5551	-754	30	16	599	-671
CYSRT1	0	-5	5551	4345	0	0
SLC27A1	0	-6	5551	1373	10	8	1768	-4195
ZC3H6	0	-5	5551	4345	0	0
USP17L2	0	-6	5551	1373	0	0
CA13	0	-5	5551	4345	2	-2	5985	2241
LINC-PINT	0	-6	5551	1373	0	0
PICSAR	0	-5	5551	4345	0	0
COL18A1-AS1	0	-6	5551	1373	0	0
NHLRC1	0	-6	5551	1373	1	1	8129	-4014
RNF148	0	-7	5551	-754	0	0
ZFP91-CNTF	0	-7	5551	-754	0	0	12067	-28
IL31	0	-5	5551	4345	29	9	638	-303
ZKSCAN4	0	-7	5551	-754	1	1	8284	-4396
SUMO4	0	-6	5551	1373	0	-2	12647	6681
SOGA3	0	-6	5551	1373	1	1	8267	-4348
C6orf120	0	-5	5551	4345	0	0
NSUN4	0	-7	5551	-754	0	0
PEDS1	0	-8	5551	-2059	0	0
PEDS1-UBE2V1	0	-7	5551	-754	2	1	5982	-2407
ACF	0	-5	5551	4345	0	0
WASHC2A	0	-8	5551	-2059	0	0
GPR15LG	0	-6	5551	1373	0	0
C12orf75	0	-5	5551	4345	2	1	5956	-2362
KMT5A	0	-9	5551	-2934	0	0	12446	0
RTL1	0	-6	5551	1373	3	-1	4569	834
CCDC9B	0	-6	5551	1373	0	0	12407	-2
SPATA41	0	-6	5551	1373	0	0
C16orf87	0	-6	5551	1373	0	0
INCA1	0	-6	5551	1373	0	0	12419	-2
LINC02875	0	-7	5551	-754	0	0
C3P1	0	-5	5551	4345	0	0
ZNF808	0	-5	5551	4345	0	0
ZNF888	0	-5	5551	4345	0	0
ZNF749	0	-6	5551	1373	0	0	8493	-88
SMIM1	0	-5	5551	4345	0	0
HRNR	0	-18	5551	-5165	0	0
OGFRP1	0	-5	5551	4345	0	0
BOLA3	0	-6	5551	1373	0	0
C2orf68	0	-7	5551	-754	0	0
SP5	0	-6	5551	1373	0	0
LAMTOR4	0	-4	5551	11922	0	0	12465	-1
RBM12B	0	-6	5551	1373	0	0
IER5L	0	-7	5551	-754	0	0
LCN15	0	-7	5551	-754	0	0
USP27X	0	-6	5551	1373	0	0
UBE2NL	0	-6	5551	1373	0	0
KBTBD13	0	-5	5551	4345	0	0
GDPGP1	0	-5	5551	4345	0	0
KRT39	0	-7	5551	-754	0	0	8610	-97
NUDT19	0	-7	5551	-754	0	0
ZNF805	0	-6	5551	1373	0	0
UOX	0	-6	5551	1373	22	-13	859	307
FRRS1	0	-5	5551	4345	0	0
PTRHD1	0	-6	5551	1373	0	0
HSP90AB2P	0	-10	5551	-3502	0	0
RPL18P4	0	-5	5551	4345	0	0
MUC21	0	-6	5551	1373	0	0	12714	0
MEX3D	0	-6	5551	1373	1	1	8187	-4178
MYO18A	0	-11	5551	-3931	0	0	12343	-2
GATA3-AS1	0	-5	5551	4345	0	0
EEF1AKMT2	0	-5	5551	4345	0	0
GSEC	0	-5	5551	4345	0	0
SNX19	0	-6	5551	1373	0	0
LINC02389	0	-5	5551	4345	0	0
ST20	0	-5	5551	4345	0	0
KNOP1	0	-12	5551	-4249	0	0
MED11	0	-5	5551	4345	0	-1	12252	3991
TOB1-AS1	0	-6	5551	1373	0	0
SOX9-AS1	0	-6	5551	1373	0	0
ZNF880	0	-6	5551	1373	1	0	8149	-89
MIR137HG	0	-5	5551	4345	0	0
DEFB132	0	-5	5551	4345	0	0
FSIP2	0	-9	5551	-2934	0	0
LINC01061	0	-5	5551	4345	0	0
CASC15	0	-8	5551	-2059	0	0
LINC00336	0	-5	5551	4345	0	0
RAB19	0	-5	5551	4345	0	0
RBIS	0	-6	5551	1373	0	0
TOMM5	0	-7	5551	-754	0	0
ZNF658B	0	-6	5551	1373	0	0
CENPP	0	-7	5551	-754	0	0
SNX30	0	-5	5551	4345	0	0
ZNF674-AS1	0	-6	5551	1373	0	0
PKMP2	0	-6	5551	1373	0	0
UFSP1	0	-7	5551	-754	0	0	12567	4
YY2	0	-6	5551	1373	0	0
DENND10	0	-6	5551	1373	0	0
LINC01194	0	-5	5551	4345	0	0
GTF2H5	0	-6	5551	1373	1	1	8276	-4365
ANKHD1-EIF4EBP3	0	-5	5551	4345	0	0
MIRLET7A2	0	-5	5551	4345	0	0	12695	0
MIRLET7F1	0	-6	5551	1373	0	0
MIRLET7G	0	-6	5551	1373	0	0
MIR101-1	0	-8	5551	-2059	0	0
MIR101-2	0	-8	5551	-2059	0	0
MIR103A1	0	-8	5551	-2059	0	0
MIR103A2	0	-5	5551	4345	0	0
MIR106B	0	-6	5551	1373	0	0
MIR124-1	0	-9	5551	-2934	0	0
MIR124-2	0	-5	5551	4345	0	0
MIR129-2	0	-7	5551	-754	0	0
MIR133A1	0	-10	5551	-3502	0	0	12522	0
MIR133A2	0	-7	5551	-754	0	0
MIR134	0	-6	5551	1373	0	0
MIR135A1	0	-8	5551	-2059	0	0
MIR135A2	0	-6	5551	1373	0	0
MIR147A	0	-7	5551	-754	0	0
MIR152	0	-8	5551	-2059	0	0
MIR153-1	0	-6	5551	1373	0	0
MIR15B	0	-7	5551	-754	0	0
MIR181B1	0	-7	5551	-754	0	0
MIR181B2	0	-7	5551	-754	0	0
MIR184	0	-5	5551	4345	0	0
MIR196A1	0	-6	5551	1373	0	0
MIR198	0	-5	5551	4345	0	0
MIR208A	0	-6	5551	1373	0	0
MIR212	0	-8	5551	-2059	0	0
MIR216A	0	-7	5551	-754	0	0
MIR224	0	-11	5551	-3931	0	0
MIR24-1	0	-6	5551	1373	0	0
MIR26A2	0	-6	5551	1373	0	0
MIR27B	0	-7	5551	-754	0	0
MIR299	0	-5	5551	4345	0	0
MIR30A	0	-10	5551	-3502	0	0
MIR30C1	0	-9	5551	-2934	0	0
MIR34C	0	-6	5551	1373	0	0
MIR7-2	0	-8	5551	-2059	0	0	12674	1
MIR7-3	0	-8	5551	-2059	0	0
MIR9-2	0	-4	5551	11922	0	0
MIR92A2	0	-7	5551	-754	0	0
MIR98	0	-8	5551	-2059	0	0
MIR99B	0	-8	5551	-2059	0	0
NOMO3	0	-6	5551	1373	0	0
LCN10	0	-3	5551	12061	0	0
C8orf82	0	-7	5551	-754	0	0	12708	0
LINC01555	0	-7	5551	-754	0	0
LINC00857	0	-7	5551	-754	0	0
FAM66C	0	-6	5551	1373	0	0
H3-5	0	-8	5551	-2059	0	0
TMEM198B	0	-4	5551	11922	0	0
ALG11	0	-6	5551	1373	0	-2	12748	6765
GOLGA8B	0	-6	5551	1373	0	0	12697	-1
GOLGA6L9	0	-7	5551	-754	0	0
CTRB2	0	-6	5551	1373	1	1	6059	-2482
PLIN5	0	-7	5551	-754	2	1	4626	-1417
CLEC4GP1	0	-4	5551	11922	0	0
ZNF506	0	-6	5551	1373	0	0	12706	1
CFAP144	0	-5	5551	4345	0	0
H3-7	0	-6	5551	1373	0	0
TRIM67	0	-8	5551	-2059	0	0
THUMPD3-AS1	0	-6	5551	1373	0	0
